id,psu_no,pid,district,weight,code_ur,a01,a02,a04,d05,d24,indd03,wap16,employed16,ur1,lfpr,sub,jobsearch,plf,youth,young,main_sect,attained,cash,age5,age10,usualhrs,usual_h,act_hrs,acthrs,ya,usualhrsc,usualhc,status1,lfs_round,district_1,c21,tvt,a0a,a0b,a0c,a0d,a1a,a1b,i08,i09,i10,i11,i12,lfs_year,weight2,d03b1
64964,1708,,12,167.6537,2,2,1,44,,,,1,0,,0,1,1,2,,,,1,,9,3,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64965,1708,,12,167.6537,2,1,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64966,1708,,12,167.6537,2,1,1,24,4,,19,1,100,0,100,2,1,,1,1,3,3,,5,1,7,84,62,6,1,,,1,12,,,1,,,,,,,,,,,,2020,41.91342544555664,95
64967,1708,,12,167.6537,2,2,2,22,,,,1,0,,0,1,1,,1,1,,2,,5,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64968,1708,,12,167.6537,2,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64969,1708,,12,167.6537,2,1,1,38,1,,6,1,100,0,100,1,1,,,,2,2,104000,8,3,3,40,8,1,2,,,1,12,,,1,,,,,,,,,,,,2020,41.91342544555664,41
64970,1708,,12,167.6537,2,2,2,39,,,,1,0,100,100,1,1,,,,,2,,8,3,,,,,2,,,2,12,,A,1,,,,,,,,,,,,2020,41.91342544555664,
64971,1708,,12,167.6537,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64972,1708,,12,167.6537,2,1,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64973,1708,,12,167.6537,2,2,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64974,1708,,12,167.6537,2,1,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64975,1708,,12,167.6537,2,1,1,32,,,,1,0,,0,1,1,2,,,,1,,7,2,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64976,1708,,12,167.6537,2,1,1,46,1,,15,1,100,0,100,2,1,,,,3,2,66667,10,3,3,40,60,5,2,,,1,12,,,0,,,,,,,,,,,,2020,41.91342544555664,84
64977,1708,,12,167.6537,2,2,2,36,1,,1,1,100,0,100,2,1,,,,1,2,26000,8,3,3,35,35,3,2,,,1,12,,,0,,,,,,,,,,,,2020,41.91342544555664,1
64978,1708,,12,167.6537,2,1,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64979,1708,,12,167.6537,2,2,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64980,1708,,12,167.6537,2,2,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64981,1708,,12,167.6537,2,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64982,1708,,12,167.6537,2,2,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64983,1708,,12,167.6537,2,2,1,75,,,,1,0,,0,1,1,,,,,1,,16,5,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64984,1708,,12,167.6537,2,2,5,16,,,,1,0,100,100,1,1,,1,1,,1,,4,1,,,,,1,,,2,12,,E,0,,,,,,,,,,,,2020,41.91342544555664,
64985,1708,,12,167.6537,2,1,5,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64986,1708,,12,167.6537,2,1,5,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64987,1708,,12,167.6537,2,2,5,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64988,1708,,12,167.6537,2,2,1,51,1,,1,1,100,0,100,1,1,,,,1,1,20800,11,3,3,40,6,1,2,,,1,12,,,0,,,,,,,,,,,,2020,41.91342544555664,1
64989,1708,,12,167.6537,2,1,3,24,,,,1,0,,0,2,1,2,1,1,,1,,5,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64990,1708,,12,167.6537,2,1,3,15,,,,,,,,,1,,,,,1,,4,,,,,,,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64991,1708,,12,167.6537,2,1,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64992,1708,,12,167.6537,2,1,1,68,1,,1,1,100,0,100,1,1,,,,1,1,26000,14,5,1,2,12,1,2,,,1,12,,,0,,,,,,,,,,,,2020,41.91342544555664,1
64993,1708,,12,167.6537,2,2,2,68,,,,1,0,,0,2,1,,,,,1,,14,5,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64994,1708,,12,167.6537,2,1,11,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64995,1708,,12,167.6537,2,1,5,17,,,,1,0,,0,1,1,2,1,1,,1,,4,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
64996,1708,,12,167.6537,2,2,5,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64997,1708,,12,167.6537,2,2,5,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64998,1708,,12,167.6537,2,2,5,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
64999,1708,,12,167.6537,2,1,1,70,,,,1,0,,0,2,1,,,,,1,,15,5,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
65000,1708,,12,167.6537,2,2,2,71,,,,1,0,,0,2,1,,,,,1,,15,5,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
65001,1708,,12,167.6537,2,2,1,48,1,,1,1,100,0,100,1,1,,,,1,2,26000,10,3,1,18,18,1,2,,,1,12,,,0,,,,,,,,,,,,2020,41.91342544555664,1
65002,1708,,12,167.6537,2,2,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
65003,1708,,12,167.6537,2,2,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
65004,1708,,12,167.6537,2,2,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,41.91342544555664,
65005,1708,,12,167.6537,2,2,1,66,1,,15,1,100,0,100,1,1,,,,3,1,18000,14,5,3,40,40,3,2,,,1,12,,,0,,,,,,,,,,,,2020,41.91342544555664,84
65006,1708,,12,167.6537,2,2,1,78,,,,1,0,,0,1,1,,,,,1,,16,5,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,41.91342544555664,
65007,1708,,12,167.6537,2,1,10,20,1,,20,1,100,0,100,1,1,,1,1,3,1,10000,5,1,6,70,68,6,1,,,1,12,,,0,,,,,,,,,,,,2020,41.91342544555664,97
65008,1709,,13,118.3081,1,1,1,33,1,,11,1,100,0,100,2,1,,,,3,5,500000,7,2,4,45,45,4,2,,,1,12,,,1,,,,,,,,,,,,2020,29.577024459838867,64
65009,1709,,13,118.3081,1,2,2,30,,,,1,0,,0,2,1,2,,1,,4,,7,2,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,29.577024459838867,
65010,1709,,13,118.3081,1,1,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,29.577024459838867,
65011,1709,,13,118.3081,1,2,10,21,1,,20,1,100,0,100,2,1,,1,1,3,2,20000,5,1,5,49,49,5,1,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,97
65012,1709,,13,118.3081,1,2,1,58,,,,1,0,,0,2,1,,,,,5,,12,4,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,29.577024459838867,
65013,1709,,13,118.3081,1,1,7,48,,,,1,0,100,100,2,1,,,,,4,,10,3,,,,,2,,,2,12,,DEFG,0,,,,,,,,,,,,2020,29.577024459838867,
65014,1709,,13,118.3081,1,2,10,21,1,,20,1,100,0,100,2,1,,1,1,3,2,20000,5,1,3,35,35,3,1,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,97
65015,1709,,13,118.3081,1,1,1,40,1,,16,1,100,0,100,2,1,,,,3,5,600000,9,3,3,40,40,3,2,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,85
65016,1709,,13,118.3081,1,2,2,40,1,,16,1,100,0,100,2,1,,,,3,5,400000,9,3,4,45,45,4,2,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,85
65017,1709,,13,118.3081,1,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,29.577024459838867,
65018,1709,,13,118.3081,1,2,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,29.577024459838867,
65019,1709,,13,118.3081,1,1,10,40,1,,20,1,100,0,100,2,1,,,,3,2,25000,9,3,6,70,70,6,2,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,97
65020,1709,,13,118.3081,1,1,1,26,4,,8,1,100,0,100,2,1,,,1,3,3,,6,2,6,66,66,6,1,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,49
65021,1709,,13,118.3081,1,1,1,37,1,,17,1,100,0,100,2,1,,,,3,5,400000,8,3,3,40,40,3,2,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,88
65022,1709,,13,118.3081,1,2,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,29.577024459838867,
65023,1709,,13,118.3081,1,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,29.577024459838867,
65024,1709,,13,118.3081,1,2,10,20,1,,20,1,100,0,100,2,1,,1,1,3,2,15000,5,1,5,56,56,5,1,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,97
65025,1709,,13,118.3081,1,1,1,27,4,,13,1,100,0,100,2,1,,,1,3,5,,6,2,1,6,16,1,1,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,74
65026,1709,,13,118.3081,1,1,1,39,1,,8,1,100,0,100,2,1,,,,3,2,100000,8,3,1,24,28,2,2,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,49
65027,1709,,13,118.3081,1,2,2,32,,,,1,0,,0,1,1,,,,,2,,7,2,,,,,2,,,3,12,,,1,,,,,,,,,,,,2020,29.577024459838867,
65028,1709,,13,118.3081,1,1,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,29.577024459838867,
65029,1709,,13,118.3081,1,1,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,29.577024459838867,
65030,1709,,13,118.3081,1,1,1,29,1,,13,1,100,0,100,2,1,,,1,3,2,100000,6,2,6,63,63,6,1,,,1,12,,,1,,,,,,,,,,,,2020,29.577024459838867,74
65031,1709,,13,118.3081,1,2,2,22,,,,1,0,,0,2,1,2,1,1,,2,,5,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,29.577024459838867,
65032,1709,,13,118.3081,1,1,1,29,1,,18,1,100,0,100,2,1,,,1,3,2,30000,6,2,5,50,50,5,1,,,1,12,,,0,,,,,,,,,,,,2020,29.577024459838867,93
65033,1710,,13,193.396,1,2,2,29,,,,1,0,100,100,1,1,,,1,,5,,6,2,,,,,1,,,2,12,,ACG,0,,,,,,,,,,,,2020,48.3489990234375,
65034,1710,,13,193.396,1,1,4,17,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65035,1710,,13,193.396,1,1,1,37,4,,4,1,100,0,100,1,1,,,,2,4,,8,3,1,8,16,1,2,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,35
65036,1710,,13,193.396,1,2,9,16,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65037,1710,,13,193.396,1,1,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65038,1710,,13,193.396,1,1,1,35,4,,6,1,100,0,100,1,1,,,,2,2,,8,3,3,40,24,1,2,,,1,12,,,1,,,,,,,,,,,,2020,48.3489990234375,41
65039,1710,,13,193.396,1,2,2,31,,,,1,0,,0,2,1,,,,,2,,7,2,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65040,1710,,13,193.396,1,2,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65041,1710,,13,193.396,1,1,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65042,1710,,13,193.396,1,1,1,41,1,,8,1,100,0,100,2,1,,,,3,2,104000,9,3,3,40,18,1,2,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,49
65043,1710,,13,193.396,1,2,2,31,,,,1,0,,0,2,1,2,,,,2,,7,2,,,,,2,,,3,12,,,1,,,,,,,,,,,,2020,48.3489990234375,
65044,1710,,13,193.396,1,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65045,1710,,13,193.396,1,2,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65046,1710,,13,193.396,1,2,2,26,,,,1,0,100,100,2,1,,,1,,2,,6,2,,,,,1,,,2,12,,ACE,0,,,,,,,,,,,,2020,48.3489990234375,
65047,1710,,13,193.396,1,1,1,35,1,,8,1,100,0,100,2,1,,,,3,2,75000,8,3,6,70,70,6,2,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,49
65048,1710,,13,193.396,1,1,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65049,1710,,13,193.396,1,1,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65050,1710,,13,193.396,1,1,1,33,4,,7,1,100,0,100,2,1,,,,3,5,,7,2,3,40,40,3,2,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,47
65051,1710,,13,193.396,1,2,2,30,1,,6,1,100,0,100,2,1,,,1,2,5,130000,7,2,4,45,40,3,1,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,41
65052,1710,,13,193.396,1,2,9,27,,,,1,0,100,100,2,1,,,1,,4,,6,2,,,,,1,,,2,12,,E,0,,,,,,,,,,,,2020,48.3489990234375,
65053,1710,,13,193.396,1,2,9,25,,,,1,0,,0,2,1,,,1,,2,,6,2,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65054,1710,,13,193.396,1,2,4,18,,,,1,0,100,100,2,1,,1,1,,2,,4,1,,,,,1,,,2,12,,AF,0,,,,,,,,,,,,2020,48.3489990234375,
65055,1710,,13,193.396,1,1,4,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65056,1710,,13,193.396,1,2,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65057,1710,,13,193.396,1,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65058,1710,,13,193.396,1,1,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65059,1710,,13,193.396,1,2,1,40,,,,1,0,100,100,1,1,,,,,1,,9,3,,,,,2,,,2,12,,AE,0,,,,,,,,,,,,2020,48.3489990234375,
65060,1710,,13,193.396,1,1,3,20,,,,1,0,100,100,2,1,,1,1,,4,,5,1,,,,,1,,,2,12,,AEG,0,,,,,,,,,,,,2020,48.3489990234375,
65061,1710,,13,193.396,1,2,3,18,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65062,1710,,13,193.396,1,2,3,16,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65063,1710,,13,193.396,1,2,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65064,1710,,13,193.396,1,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65065,1710,,13,193.396,1,2,5,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65066,1710,,13,193.396,1,1,1,36,4,,6,1,100,0,100,2,1,,,,2,2,,8,3,3,40,8,1,2,,,1,12,,,1,,,,,,,,,,,,2020,48.3489990234375,41
65067,1710,,13,193.396,1,2,2,37,,,,1,0,100,100,2,1,,,,,1,,8,3,,,,,2,,,2,12,,AE,0,,,,,,,,,,,,2020,48.3489990234375,
65068,1710,,13,193.396,1,2,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65069,1710,,13,193.396,1,2,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65070,1710,,13,193.396,1,1,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65071,1710,,13,193.396,1,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65072,1710,,13,193.396,1,2,1,89,,,,1,0,,0,2,1,,,,,2,,16,5,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65073,1710,,13,193.396,1,1,5,23,,,,1,0,100,100,2,1,,1,1,,3,,5,1,,,,,1,,,2,12,,ACF,0,,,,,,,,,,,,2020,48.3489990234375,
65074,1710,,13,193.396,1,2,5,26,,,,1,0,100,100,2,1,,,1,,5,,6,2,,,,,1,,,2,12,,AG,0,,,,,,,,,,,,2020,48.3489990234375,
65075,1710,,13,193.396,1,1,1,35,,,,1,0,100,100,2,1,,,,,1,,8,3,,,,,2,,,2,12,,AE,0,,,,,,,,,,,,2020,48.3489990234375,
65076,1710,,13,193.396,1,2,2,27,4,,1,1,100,0,100,2,1,,,1,1,1,,6,2,1,6,12,1,1,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,1
65077,1710,,13,193.396,1,1,3,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65078,1710,,13,193.396,1,1,1,38,,,,1,0,100,100,1,1,,,,,5,,8,3,,,,,2,,,2,12,,G,0,,,,,,,,,,,,2020,48.3489990234375,
65079,1710,,13,193.396,1,2,2,33,,,,1,0,,0,2,1,,,,,4,,7,2,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65080,1710,,13,193.396,1,2,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65081,1710,,13,193.396,1,2,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65082,1710,,13,193.396,1,2,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65083,1710,,13,193.396,1,2,2,34,,,,1,0,,0,2,1,,,,,1,,7,2,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65084,1710,,13,193.396,1,1,1,57,4,,6,1,100,0,100,2,1,,,,2,1,,12,4,1,12,24,1,2,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,41
65085,1710,,13,193.396,1,2,9,26,4,,19,1,100,0,100,2,1,,,1,3,1,,6,2,1,8,5,1,1,,,1,12,,,0,,,,,,,,,,,,2020,48.3489990234375,96
65086,1710,,13,193.396,1,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65087,1710,,13,193.396,1,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65088,1710,,13,193.396,1,2,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65089,1710,,13,193.396,1,2,1,36,4,,6,1,100,0,100,2,1,,,,2,1,,8,3,4,45,24,1,2,,,1,12,,,1,,,,,,,,,,,,2020,48.3489990234375,41
65090,1710,,13,193.396,1,1,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65091,1710,,13,193.396,1,2,1,63,,,,1,0,,0,1,1,,,,,1,,13,4,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,48.3489990234375,
65092,1710,,13,193.396,1,1,5,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,2020,48.3489990234375,
65093,1711,,13,376.0925,1,1,1,46,,,,1,0,100,100,2,1,,,,,2,,10,3,,,,,2,,,2,12,,AE,0,,,,,,,,,,,,2020,94.02312469482422,
65094,1711,,13,376.0925,1,1,1,49,,,,1,0,100,100,2,1,,,,,1,,10,3,,,,,2,,,2,12,,E,1,,,,,,,,,,,,2020,94.02312469482422,
65095,1711,,13,376.0925,1,2,3,18,2,,3,1,100,0,100,2,1,,1,1,2,2,78000,4,1,2,30,10,1,1,,,1,12,,,1,,,,,,,,,,,,2020,94.02312469482422,13
65096,1711,,13,376.0925,1,2,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65097,1711,,13,376.0925,1,1,1,49,,,,1,0,,0,2,1,2,,,,2,,10,3,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,94.02312469482422,
65098,1711,,13,376.0925,1,2,2,49,1,,20,1,100,0,100,2,1,,,,3,1,50000,10,3,3,40,40,3,2,,,1,12,,,0,,,,,,,,,,,,2020,94.02312469482422,97
65099,1711,,13,376.0925,1,1,3,25,1,,13,1,100,0,100,2,1,,,1,3,4,150000,6,2,3,40,40,3,1,,,1,12,,,0,,,,,,,,,,,,2020,94.02312469482422,71
65100,1711,,13,376.0925,1,2,3,22,,,,1,0,,0,2,1,,1,1,,3,,5,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,94.02312469482422,
65101,1711,,13,376.0925,1,1,3,19,,,,1,0,100,100,2,1,,1,1,,4,,4,1,,,,,1,,,2,12,,AFG,0,,,,,,,,,,,,2020,94.02312469482422,
65102,1711,,13,376.0925,1,1,3,16,,,,1,0,,0,2,1,,1,1,,3,,4,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,94.02312469482422,
65103,1711,,13,376.0925,1,2,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65104,1711,,13,376.0925,1,1,7,45,,,,1,0,,0,2,1,,,,,1,,10,3,,,,,2,,,3,12,,,0,,,,,,,,,,,,2020,94.02312469482422,
65105,1711,,13,376.0925,1,2,1,59,1,,14,1,100,0,100,2,1,,,,3,1,52000,12,4,2,30,10,1,2,,,1,12,,,0,,,,,,,,,,,,2020,94.02312469482422,81
65106,1711,,13,376.0925,1,1,3,32,,,,1,0,,0,2,1,,,,,2,,7,2,,,,,2,,,3,12,,,1,,,,,,,,,,,,2020,94.02312469482422,
65107,1711,,13,376.0925,1,2,3,28,,,,1,0,100,100,2,1,,,1,,4,,6,2,,,,,1,,,2,12,,AEG,0,,,,,,,,,,,,2020,94.02312469482422,
65108,1711,,13,376.0925,1,1,3,20,,,,1,0,,0,2,1,,1,1,,3,,5,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,94.02312469482422,
65109,1711,,13,376.0925,1,1,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65110,1711,,13,376.0925,1,2,5,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65111,1711,,13,376.0925,1,1,5,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65112,1711,,13,376.0925,1,1,1,45,4,,6,1,100,0,100,2,1,,,,2,1,,10,3,4,45,21,1,2,,,1,12,,,0,,,,,,,,,,,,2020,94.02312469482422,43
65113,1711,,13,376.0925,1,2,2,40,,,,1,0,100,100,2,1,,,,,2,,9,3,,,,,2,,,2,12,,A,1,,,,,,,,,,,,2020,94.02312469482422,
65114,1711,,13,376.0925,1,1,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65115,1711,,13,376.0925,1,2,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65116,1711,,13,376.0925,1,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65117,1711,,13,376.0925,1,2,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65118,1711,,13,376.0925,1,1,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65119,1711,,13,376.0925,1,1,1,48,,,,1,0,100,100,2,1,,,,,2,,10,3,,,,,2,,,2,12,,E,0,,,,,,,,,,,,2020,94.02312469482422,
65120,1711,,13,376.0925,1,2,2,35,4,,7,1,100,0,100,2,1,,,,3,1,,8,3,2,30,10,1,2,,,1,12,,,0,,,,,,,,,,,,2020,94.02312469482422,47
65121,1711,,13,376.0925,1,1,3,16,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,12,,,0,,,,,,,,,,,,2020,94.02312469482422,
65122,1711,,13,376.0925,1,1,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65123,1711,,13,376.0925,1,1,3,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65124,1711,,13,376.0925,1,2,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,12,,,,,,,,,,,,,,,2020,94.02312469482422,
65125,1711,,13,376.0925,1,2,1,41,4,,20,1,100,0,100,2,1,,,,3,1,,9,3,2,30,30,2,2,,,1,12,,,0,,,,,,,,,,,,2020,94.02312469482422,97
