year,period,sector,role_family,role,occupation_proxy,historical_role_status,ict_employment,ict_employment_share_pct,total_employment,labour_force_participation_rate_pct,employment_to_population_ratio_pct,unemployment_rate_pct,tertiary_employment_count,role_demand_index,role_share_within_ict_pct,role_employment_proxy,emergence_year,data_basis,synthetic_flag,target_role_demand_index_1y,target_role_demand_index_2y,target_role_demand_6m,note_6m,role_encoded,years_since_emergence,trend_position,share_lag1,share_change_1y,share_change_2y,share_accel,share_growth_rate,target_share_1y,sample_weight
2022,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,52.48,7.365,6318.1,2010,NISR Labour Force Survey microdata,1,53.37,54.21,,No sub-annual data available,12,12,0.75,7.622,-0.2569999999999997,-0.4740000000000002,-0.03999999999999915,-0.034894772572980265,7.246,0.4723665527410147
2023,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,53.37,7.246,9875.5,2010,NISR Labour Force Survey microdata,1,54.21,53.73,,No sub-annual data available,12,13,0.8125,7.365,-0.11899999999999977,-0.37599999999999945,0.1379999999999999,-0.016422853988407364,7.27,0.6065306597126334
2024,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,54.21,7.27,13115.0,2010,NISR Labour Force Survey microdata,1,53.73,61.9,,No sub-annual data available,12,14,0.875,7.246,0.023999999999999133,-0.09500000000000064,0.1429999999999989,0.0033012379642364696,7.255,0.7788007830714049
2025,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,53.73,7.255,15468.2,2010,NISR Labour Force Survey microdata,1,61.9,,,No sub-annual data available,12,15,0.9375,7.27,-0.01499999999999968,0.008999999999999453,-0.03899999999999881,-0.002067539627842823,6.835,1.0
2010,annual,ICT,Software Development,Mobile App Developer,Applications programmers,historical proxy only,5625.0,0.25,2250000.0,26.5,20.7,22.0,950000.0,1.07,0.243,13.7,2014,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.91,0.84,,No sub-annual data available,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.023517745856009107
2011,annual,ICT,Software Development,Mobile App Developer,Applications programmers,historical proxy only,7440.0,0.32,2325000.0,27.0,21.3,21.5,1000000.0,0.91,0.21,15.6,2014,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.84,0.82,,No sub-annual data available,13,0,0.0625,0.243,-0.033,0.0,0.0,-0.15714285714285717,0.193,0.0301973834223185
2012,annual,ICT,Software Development,Mobile App Developer,Applications programmers,historical proxy only,9600.0,0.4,2400000.0,27.5,21.7,21.0,1060000.0,0.84,0.193,18.5,2014,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.82,26.29,,No sub-annual data available,13,0,0.125,0.21,-0.016999999999999987,-0.04999999999999999,0.016000000000000014,-0.08808290155440408,0.187,0.03877420783172201
2013,annual,ICT,Software Development,Mobile App Developer,Applications programmers,historical proxy only,12375.0,0.5,2475000.0,28.0,22.3,20.5,1120000.0,0.82,0.187,23.1,2014,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,26.29,27.73,,No sub-annual data available,13,0,0.1875,0.193,-0.006000000000000005,-0.022999999999999993,0.010999999999999982,-0.032085561497326234,5.211,0.049787068367863944
2014,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,15810.0,0.62,2550000.0,28.5,22.8,20.0,1190000.0,26.29,5.211,823.9,2014,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,27.73,28.17,,No sub-annual data available,13,0,0.25,0.187,5.024,5.018000000000001,5.03,0.9641143734407983,5.506,0.06392786120670757
2015,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,19988.0,0.76,2630000.0,29.2,23.7,19.0,1270000.0,27.73,5.506,1100.5,2014,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,28.17,29.45,,No sub-annual data available,13,1,0.3125,5.211,0.29499999999999993,5.319,-4.729,0.05357791500181618,5.128,0.0820849986238988
2016,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,25745.0,0.95,2710000.0,30.0,24.6,18.0,1370000.0,28.17,5.128,1320.2,2014,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,29.45,31.64,,No sub-annual data available,13,2,0.375,5.506,-0.3780000000000001,-0.08300000000000018,-0.673,-0.07371294851794073,5.017,0.10539922456186433
2017,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,43414.0,1.45,2989249.0,31.1,25.7,17.3,1521482.0,29.45,5.017,2178.1,2014,NISR Labour Force Survey microdata,1,31.64,32.88,,No sub-annual data available,13,3,0.4375,5.128,-0.11099999999999977,-0.4889999999999999,0.26700000000000035,-0.022124775762407765,4.92,0.1353352832366127
2018,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,69289.0,2.16,3207336.0,31.8,27.0,15.1,1667810.0,31.64,4.92,3409.0,2014,NISR Labour Force Survey microdata,1,32.88,32.31,,No sub-annual data available,13,4,0.5,5.017,-0.09700000000000042,-0.20800000000000018,0.013999999999999346,-0.01971544715447163,4.863,0.17377394345044514
2019,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,96982.0,2.96,3273921.0,31.6,26.8,15.2,1762786.0,32.88,4.863,4716.2,2014,NISR Labour Force Survey microdata,1,32.31,31.58,,No sub-annual data available,13,5,0.5625,4.92,-0.056999999999999496,-0.15399999999999991,0.040000000000000924,-0.011721159777914762,4.7,0.22313016014842982
2020,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,32.31,4.7,4315.6,2014,NISR Labour Force Survey microdata,1,31.58,32.33,,No sub-annual data available,13,6,0.625,4.863,-0.16300000000000026,-0.21999999999999975,-0.10600000000000076,-0.03468085106382984,4.556,0.2865047968601901
2021,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,31.58,4.556,2489.4,2014,NISR Labour Force Survey microdata,1,32.33,33.99,,No sub-annual data available,13,7,0.6875,4.7,-0.14400000000000013,-0.3070000000000004,0.019000000000000128,-0.0316066725197542,4.537,0.36787944117144233
2022,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,32.33,4.537,3892.1,2014,NISR Labour Force Survey microdata,1,33.99,34.46,,No sub-annual data available,13,8,0.75,4.556,-0.019000000000000128,-0.16300000000000026,0.125,-0.0041877892880758496,4.615,0.4723665527410147
2023,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,33.99,4.615,6289.7,2014,NISR Labour Force Survey microdata,1,34.46,33.31,,No sub-annual data available,13,9,0.8125,4.537,0.07800000000000029,0.05900000000000016,0.09700000000000042,0.016901408450704286,4.622,0.6065306597126334
2024,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,34.46,4.622,8338.0,2014,NISR Labour Force Survey microdata,1,33.31,37.4,,No sub-annual data available,13,10,0.875,4.615,0.006999999999999673,0.08499999999999996,-0.07100000000000062,0.0015144958892253728,4.497,0.7788007830714049
2025,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,33.31,4.497,9588.0,2014,NISR Labour Force Survey microdata,1,37.4,,,No sub-annual data available,13,11,0.9375,4.622,-0.125,-0.11800000000000033,-0.13199999999999967,-0.02779630865021125,4.123,1.0
2010,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,5625.0,0.25,2250000.0,26.5,20.7,22.0,950000.0,47.17,10.766,605.6,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,47.4,48.27,,No sub-annual data available,14,0,0.0,0.0,0.0,0.0,0.0,0.0,10.95,0.023517745856009107
2011,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,7440.0,0.32,2325000.0,27.0,21.3,21.5,1000000.0,47.4,10.95,814.7,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,48.27,48.53,,No sub-annual data available,14,1,0.0625,10.766,0.18399999999999928,0.0,0.0,0.016803652968036466,11.107,0.0301973834223185
2012,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,9600.0,0.4,2400000.0,27.5,21.7,21.0,1060000.0,48.27,11.107,1066.3,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,48.53,47.77,,No sub-annual data available,14,2,0.125,10.95,0.15700000000000003,0.3409999999999993,-0.026999999999999247,0.014135230035112994,11.035,0.03877420783172201
2013,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,12375.0,0.5,2475000.0,28.0,22.3,20.5,1120000.0,48.53,11.035,1365.6,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,47.77,47.12,,No sub-annual data available,14,3,0.1875,11.107,-0.07199999999999918,0.08500000000000085,-0.2289999999999992,-0.006524694154961411,9.469,0.049787068367863944
2014,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,15810.0,0.62,2550000.0,28.5,22.8,20.0,1190000.0,47.77,9.469,1497.0,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,47.12,47.53,,No sub-annual data available,14,4,0.25,11.035,-1.5660000000000007,-1.638,-1.4940000000000015,-0.16538177209842653,9.356,0.06392786120670757
2015,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,19988.0,0.76,2630000.0,29.2,23.7,19.0,1270000.0,47.12,9.356,1870.1,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,47.53,48.39,,No sub-annual data available,14,5,0.3125,9.469,-0.11299999999999955,-1.6790000000000003,1.4530000000000012,-0.012077811030354805,8.652,0.0820849986238988
2016,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,25745.0,0.95,2710000.0,30.0,24.6,18.0,1370000.0,47.53,8.652,2227.5,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,48.39,48.46,,No sub-annual data available,14,6,0.375,9.356,-0.7040000000000006,-0.8170000000000002,-0.5910000000000011,-0.08136846971798437,8.243,0.10539922456186433
2017,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,43414.0,1.45,2989249.0,31.1,25.7,17.3,1521482.0,48.39,8.243,3578.6,2010,NISR Labour Force Survey microdata,1,48.46,47.61,,No sub-annual data available,14,7,0.4375,8.652,-0.4089999999999989,-1.1129999999999995,0.2950000000000017,-0.049617857576125066,7.536,0.1353352832366127
2018,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,69289.0,2.16,3207336.0,31.8,27.0,15.1,1667810.0,48.46,7.536,5221.6,2010,NISR Labour Force Survey microdata,1,47.61,47.11,,No sub-annual data available,14,8,0.5,8.243,-0.7070000000000007,-1.1159999999999997,-0.2980000000000018,-0.09381634819532919,7.042,0.17377394345044514
2019,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,96982.0,2.96,3273921.0,31.6,26.8,15.2,1762786.0,47.61,7.042,6829.5,2010,NISR Labour Force Survey microdata,1,47.11,47.68,,No sub-annual data available,14,9,0.5625,7.536,-0.4939999999999998,-1.2010000000000005,0.21300000000000097,-0.07015052541891505,6.853,0.22313016014842982
2020,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,47.11,6.853,6292.5,2010,NISR Labour Force Survey microdata,1,47.68,48.48,,No sub-annual data available,14,10,0.625,7.042,-0.18900000000000006,-0.6829999999999998,0.3049999999999997,-0.027579162410623095,6.879,0.2865047968601901
2021,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,47.68,6.879,3758.7,2010,NISR Labour Force Survey microdata,1,48.48,48.36,,No sub-annual data available,14,11,0.6875,6.853,0.0259999999999998,-0.16300000000000026,0.21499999999999986,0.003779619130687571,6.804,0.36787944117144233
2022,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,48.48,6.804,5836.8,2010,NISR Labour Force Survey microdata,1,48.36,47.47,,No sub-annual data available,14,12,0.75,6.879,-0.07499999999999929,-0.04899999999999949,-0.10099999999999909,-0.011022927689594252,6.565,0.4723665527410147
2023,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,48.36,6.565,8947.4,2010,NISR Labour Force Survey microdata,1,47.47,47.14,,No sub-annual data available,14,13,0.8125,6.804,-0.23899999999999988,-0.31399999999999917,-0.1640000000000006,-0.03640517897943638,6.366,0.6065306597126334
2024,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,47.47,6.366,11484.2,2010,NISR Labour Force Survey microdata,1,47.14,50.0,,No sub-annual data available,14,14,0.875,6.565,-0.19900000000000073,-0.4380000000000006,0.03999999999999915,-0.03125981778196681,6.365,0.7788007830714049
2025,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,47.14,6.365,13570.7,2010,NISR Labour Force Survey microdata,1,50.0,,,No sub-annual data available,14,15,0.9375,6.366,-0.0009999999999994458,-0.20000000000000018,0.19800000000000129,-0.00015710919088757986,5.52,1.0
2010,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,5625.0,0.25,2250000.0,26.5,20.7,22.0,950000.0,17.69,4.039,227.2,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,17.4,17.98,,No sub-annual data available,15,0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.023517745856009107
2011,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,7440.0,0.32,2325000.0,27.0,21.3,21.5,1000000.0,17.4,4.02,299.1,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,17.98,18.61,,No sub-annual data available,15,1,0.0625,4.039,-0.019000000000000128,0.0,0.0,-0.004726368159204013,4.138,0.0301973834223185
2012,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,9600.0,0.4,2400000.0,27.5,21.7,21.0,1060000.0,17.98,4.138,397.2,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,18.61,18.34,,No sub-annual data available,15,2,0.125,4.02,0.11800000000000033,0.0990000000000002,0.13700000000000045,0.028516191396810133,4.231,0.03877420783172201
2013,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,12375.0,0.5,2475000.0,28.0,22.3,20.5,1120000.0,18.61,4.231,523.6,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,18.34,17.58,,No sub-annual data available,15,3,0.1875,4.138,0.09299999999999997,0.2110000000000003,-0.025000000000000355,0.021980619238950595,3.636,0.049787068367863944
2014,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,15810.0,0.62,2550000.0,28.5,22.8,20.0,1190000.0,18.34,3.636,574.9,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,17.58,17.45,,No sub-annual data available,15,4,0.25,4.231,-0.5949999999999998,-0.5019999999999998,-0.6879999999999997,-0.16364136413641356,3.491,0.06392786120670757
2015,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,19988.0,0.76,2630000.0,29.2,23.7,19.0,1270000.0,17.58,3.491,697.8,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,17.45,18.12,,No sub-annual data available,15,5,0.3125,3.636,-0.14500000000000002,-0.7399999999999998,0.44999999999999973,-0.04153537668289889,3.176,0.0820849986238988
2016,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,25745.0,0.95,2710000.0,30.0,24.6,18.0,1370000.0,17.45,3.176,817.7,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,18.12,18.63,,No sub-annual data available,15,6,0.375,3.491,-0.31499999999999995,-0.45999999999999996,-0.16999999999999993,-0.09918136020151132,3.086,0.10539922456186433
2017,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,43414.0,1.45,2989249.0,31.1,25.7,17.3,1521482.0,18.12,3.086,1339.8,2010,NISR Labour Force Survey microdata,1,18.63,18.22,,No sub-annual data available,15,7,0.4375,3.176,-0.0900000000000003,-0.40500000000000025,0.22499999999999964,-0.02916396629941682,2.898,0.1353352832366127
2018,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,69289.0,2.16,3207336.0,31.8,27.0,15.1,1667810.0,18.63,2.898,2008.0,2010,NISR Labour Force Survey microdata,1,18.22,17.5,,No sub-annual data available,15,8,0.5,3.086,-0.18799999999999972,-0.278,-0.09799999999999942,-0.06487232574189086,2.695,0.17377394345044514
2019,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,96982.0,2.96,3273921.0,31.6,26.8,15.2,1762786.0,18.22,2.695,2613.7,2010,NISR Labour Force Survey microdata,1,17.5,17.52,,No sub-annual data available,15,9,0.5625,2.898,-0.2030000000000003,-0.391,-0.015000000000000568,-0.07532467532467543,2.545,0.22313016014842982
2020,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,17.5,2.545,2336.8,2010,NISR Labour Force Survey microdata,1,17.52,18.25,,No sub-annual data available,15,10,0.625,2.695,-0.1499999999999999,-0.3530000000000002,0.05300000000000038,-0.05893909626719054,2.528,0.2865047968601901
2021,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,17.52,2.528,1381.3,2010,NISR Labour Force Survey microdata,1,18.25,18.64,,No sub-annual data available,15,11,0.6875,2.545,-0.016999999999999904,-0.16699999999999982,0.133,-0.00672468354430376,2.561,0.36787944117144233
2022,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,18.25,2.561,2197.0,2010,NISR Labour Force Survey microdata,1,18.64,18.09,,No sub-annual data available,15,12,0.75,2.528,0.03299999999999992,0.016000000000000014,0.04999999999999982,0.01288559156579458,2.53,0.4723665527410147
2023,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,18.64,2.53,3448.1,2010,NISR Labour Force Survey microdata,1,18.09,17.43,,No sub-annual data available,15,13,0.8125,2.561,-0.03100000000000014,0.0019999999999997797,-0.06400000000000006,-0.012252964426877526,2.426,0.6065306597126334
2024,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,18.09,2.426,4376.5,2010,NISR Labour Force Survey microdata,1,17.43,19.5,,No sub-annual data available,15,14,0.875,2.53,-0.10399999999999965,-0.1349999999999998,-0.07299999999999951,-0.042868920032975946,2.354,0.7788007830714049
2025,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,17.43,2.354,5018.9,2010,NISR Labour Force Survey microdata,1,19.5,,,No sub-annual data available,15,15,0.9375,2.426,-0.07200000000000006,-0.1759999999999997,0.031999999999999584,-0.030586236193712854,2.154,1.0
2010,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),historical proxy only,5625.0,0.25,2250000.0,26.5,20.7,22.0,950000.0,0.37,0.084,4.7,2016,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.31,0.29,,No sub-annual data available,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.023517745856009107
2011,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),historical proxy only,7440.0,0.32,2325000.0,27.0,21.3,21.5,1000000.0,0.31,0.072,5.4,2016,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.29,0.28,,No sub-annual data available,16,0,0.0625,0.084,-0.01200000000000001,0.0,0.0,-0.16666666666666682,0.067,0.0301973834223185
2012,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),historical proxy only,9600.0,0.4,2400000.0,27.5,21.7,21.0,1060000.0,0.29,0.067,6.4,2016,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.28,0.28,,No sub-annual data available,16,0,0.125,0.072,-0.0049999999999999906,-0.017,0.00700000000000002,-0.07462686567164165,0.065,0.03877420783172201
2013,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),historical proxy only,12375.0,0.5,2475000.0,28.0,22.3,20.5,1120000.0,0.28,0.065,8.0,2016,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.28,0.26,,No sub-annual data available,16,0,0.1875,0.067,-0.0020000000000000018,-0.006999999999999992,0.002999999999999989,-0.030769230769230795,0.056,0.049787068367863944
2014,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),historical proxy only,15810.0,0.62,2550000.0,28.5,22.8,20.0,1190000.0,0.28,0.056,8.9,2016,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,0.26,8.0,,No sub-annual data available,16,0,0.25,0.065,-0.009000000000000001,-0.011000000000000003,-0.006999999999999999,-0.16071428571428573,0.052,0.06392786120670757
2015,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),historical proxy only,19988.0,0.76,2630000.0,29.2,23.7,19.0,1270000.0,0.26,0.052,10.4,2016,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,8.0,8.91,,No sub-annual data available,16,0,0.3125,0.056,-0.0040000000000000036,-0.013000000000000005,0.0049999999999999975,-0.076923076923077,1.457,0.0820849986238988
2016,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,25745.0,0.95,2710000.0,30.0,24.6,18.0,1370000.0,8.0,1.457,375.1,2016,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,8.91,9.95,,No sub-annual data available,16,0,0.375,0.052,1.405,1.401,1.409,0.9643102264927934,1.517,0.10539922456186433
2017,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,43414.0,1.45,2989249.0,31.1,25.7,17.3,1521482.0,8.91,1.517,658.6,2016,NISR Labour Force Survey microdata,1,9.95,10.55,,No sub-annual data available,16,1,0.4375,1.457,0.05999999999999983,1.4649999999999999,-1.3450000000000002,0.03955174686881993,1.548,0.1353352832366127
2018,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,69289.0,2.16,3207336.0,31.8,27.0,15.1,1667810.0,9.95,1.548,1072.6,2016,NISR Labour Force Survey microdata,1,10.55,10.5,,No sub-annual data available,16,2,0.5,1.517,0.03100000000000014,0.09099999999999997,-0.028999999999999693,0.020025839793281743,1.561,0.17377394345044514
2019,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,96982.0,2.96,3273921.0,31.6,26.8,15.2,1762786.0,10.55,1.561,1513.9,2016,NISR Labour Force Survey microdata,1,10.5,10.42,,No sub-annual data available,16,3,0.5625,1.548,0.0129999999999999,0.04400000000000004,-0.018000000000000238,0.008327994875080014,1.527,0.22313016014842982
2020,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,10.5,1.527,1402.1,2016,NISR Labour Force Survey microdata,1,10.42,10.87,,No sub-annual data available,16,4,0.625,1.561,-0.03400000000000003,-0.02100000000000013,-0.04699999999999993,-0.02226588081204979,1.504,0.2865047968601901
2021,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,10.42,1.504,821.8,2016,NISR Labour Force Survey microdata,1,10.87,11.53,,No sub-annual data available,16,5,0.6875,1.527,-0.02299999999999991,-0.05699999999999994,0.01100000000000012,-0.015292553191489302,1.525,0.36787944117144233
2022,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,10.87,1.525,1308.2,2016,NISR Labour Force Survey microdata,1,11.53,11.68,,No sub-annual data available,16,6,0.75,1.504,0.020999999999999908,-0.0020000000000000018,0.04399999999999982,0.013770491803278629,1.565,0.4723665527410147
2023,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,11.53,1.565,2132.9,2016,NISR Labour Force Survey microdata,1,11.68,11.28,,No sub-annual data available,16,7,0.8125,1.525,0.040000000000000036,0.06099999999999994,0.019000000000000128,0.025559105431309927,1.566,0.6065306597126334
2024,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,11.68,1.566,2825.0,2016,NISR Labour Force Survey microdata,1,11.28,21.1,,No sub-annual data available,16,8,0.875,1.565,0.001000000000000112,0.04100000000000015,-0.038999999999999924,0.000638569604086917,1.523,0.7788007830714049
2025,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,11.28,1.523,3247.2,2016,NISR Labour Force Survey microdata,1,21.1,,,No sub-annual data available,16,9,0.9375,1.566,-0.04300000000000015,-0.04200000000000004,-0.04400000000000026,-0.028233749179251578,2.331,1.0
2010,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,5625.0,0.25,2250000.0,26.5,20.7,22.0,950000.0,100.0,22.827,1284.0,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available,17,0,0.0,0.0,0.0,0.0,0.0,0.0,23.103,0.023517745856009107
